name,strand,chr,intersections
YDL108W,+,chrIV,47
YDL108W,+,chrIV,111
YDL107W,+,chrIV,152
YDL106C,-,chrIV,204
YDL105W,+,chrIV,77
YDL104C,-,chrIV,1518
YDL103C,-,chrIV,96
YDL102W,+,chrIV,169
YDL101C,-,chrIV,116
YDL100C,-,chrIV,735
YDL099W,+,chrIV,939
YDL098C,-,chrIV,62
YDL097C,-,chrIV,358
YDL095W,+,chrIV,607
YDL096C,-,chrIV,34
YDL093W,+,chrIV,80
YDL094C,-,chrIV,17
YDL092W,+,chrIV,771
YDL091C,-,chrIV,79
YDL090C,-,chrIV,69
YDL089W,+,chrIV,95
YDL088C,-,chrIV,195
YDL087C,-,chrIV,80
YDL086W,+,chrIV,906
YDL086C-A,-,chrIV,11
YDL085C-A,-,chrIV,308
YDL085W,+,chrIV,27
YDL084W,+,chrIV,1357
YDL083C,-,chrIV,1933
YDL083C,-,chrIV,5
YDL082W,+,chrIV,49
YDL082W,+,chrIV,2898
YDL081C,-,chrIV,8803
YDL080C,-,chrIV,88
YDL079C,-,chrIV,25
YDL079C,-,chrIV,44
YDL078C,-,chrIV,311
YDL077C,-,chrIV,182
YDL076C,-,chrIV,151
YDL075W,+,chrIV,414
YDL075W,+,chrIV,3867
YDL074C,-,chrIV,594
YDL073W,+,chrIV,117
YDL072C,-,chrIV,265
YDL070W,+,chrIV,2116
YDL071C,-,chrIV,6
YDL068W,+,chrIV,10
YDL069C,-,chrIV,83
YDL067C,-,chrIV,365
YDL066W,+,chrIV,279
YDL065C,-,chrIV,1964
YDL064W,+,chrIV,238
YDL064W,+,chrIV,104
YDL062W,+,chrIV,12
YDL063C,-,chrIV,266
YDL061C,-,chrIV,1981
YDL060W,+,chrIV,377
YDL059C,-,chrIV,151
YDL058W,+,chrIV,962
YDL057W,+,chrIV,67
YDL056W,+,chrIV,358
YDL055C,-,chrIV,3026
YDL054C,-,chrIV,88
YDL053C,-,chrIV,863
YDL052C,-,chrIV,162
YDL051W,+,chrIV,982
YDL050C,-,chrIV,27
YDL049C,-,chrIV,181
YDL048C,-,chrIV,599
YDL047W,+,chrIV,972
YDL046W,+,chrIV,463
YDL045W-A,+,chrIV,173
YDL045C,-,chrIV,96
YDL044C,-,chrIV,216
YDL043C,-,chrIV,127
YDL041W,+,chrIV,9
YDL042C,-,chrIV,75
YDL040C,-,chrIV,849
YDL039C,-,chrIV,401
YDL037C,-,chrIV,9
YDL036C,-,chrIV,349
YDL034W,+,chrIV,34
YDL035C,-,chrIV,625
YDL032W,+,chrIV,131
YDL033C,-,chrIV,32
YDL031W,+,chrIV,1533
YDL030W,+,chrIV,139
YDL029W,+,chrIV,2
YDL029W,+,chrIV,387
YDL028C,-,chrIV,163
YDL026W,+,chrIV,41
YDL027C,-,chrIV,61
YDL025W-A,+,chrIV,23
YDL025C,-,chrIV,334
YDL024C,-,chrIV,22
YDL022C-A,-,chrIV,4
YDL022W,+,chrIV,384
YDL023C,-,chrIV,3
YDL021W,+,chrIV,21
YDL020C,-,chrIV,361
YDL019C,-,chrIV,362
YDL018C,-,chrIV,100
YDL017W,+,chrIV,59
YDL016C,-,chrIV,275
YDL015C,-,chrIV,538
YDL014W,+,chrIV,1361
YDL013W,+,chrIV,152
YDL012C,-,chrIV,326
YDL012C,-,chrIV,42
YDL010W,+,chrIV,298
YDL011C,-,chrIV,9
YDL009C,-,chrIV,4
YDL008W,+,chrIV,92
YDL007C-A,-,chrIV,8
YDL007W,+,chrIV,1159
YDL006W,+,chrIV,195
YDL005C,-,chrIV,575
YDL004W,+,chrIV,714
YDL003W,+,chrIV,291
YDL002C,-,chrIV,282
YDL001W,+,chrIV,133
YDR001C,-,chrIV,286
YDR002W,+,chrIV,2277
YDR003W,+,chrIV,123
YDR003W-A,+,chrIV,121
YDR004W,+,chrIV,41
YDR005C,-,chrIV,168
YDR005C,-,chrIV,6
YDR006C,-,chrIV,391
YDR007W,+,chrIV,51
YDR008C,-,chrIV,4
YDR009W,+,chrIV,47
YDR010C,-,chrIV,7
YDR011W,+,chrIV,2415
YDR012W,+,chrIV,981
YDR013W,+,chrIV,55
YDR014W,+,chrIV,132
YDR014W-A,+,chrIV,11
YDR015C,-,chrIV,8
YDR016C,-,chrIV,83
YDR017C,-,chrIV,325
YDR018C,-,chrIV,18
YDR019C,-,chrIV,76
YDR020C,-,chrIV,82
YDR021W,+,chrIV,153
YDR022C,-,chrIV,25
YDR023W,+,chrIV,2305
YDR024W,+,chrIV,827
YDR025W,+,chrIV,13
YDR025W,+,chrIV,1761
YDR026C,-,chrIV,241
YDR027C,-,chrIV,246
YDR028C,-,chrIV,600
YDR029W,+,chrIV,32
YDR030C,-,chrIV,43
YDR031W,+,chrIV,29
YDR032C,-,chrIV,111
YDR033W,+,chrIV,1906
YDR034C,-,chrIV,260
YDR034C-D,-,chrIV,9687
YDR034C-D,-,chrIV,1683
YDR034C-C,-,chrIV,1738
YDR034C-A,-,chrIV,207
YDR034W-B,+,chrIV,73
YDR035W,+,chrIV,277
YDR036C,-,chrIV,105
YDR037W,+,chrIV,3625
YDR038C,-,chrIV,251
YDR039C,-,chrIV,338
YDR040C,-,chrIV,301
YDR041W,+,chrIV,212
YDR042C,-,chrIV,35
YDR043C,-,chrIV,221
YDR044W,+,chrIV,56
YDR045C,-,chrIV,222
YDR046C,-,chrIV,990
YDR047W,+,chrIV,824
YDR049W,+,chrIV,346
YDR048C,-,chrIV,65
YDR050C,-,chrIV,1488
YDR051C,-,chrIV,177
YDR053W,+,chrIV,7
YDR052C,-,chrIV,551
YDR054C,-,chrIV,999
YDR055W,+,chrIV,1073
YDR056C,-,chrIV,399
YDR057W,+,chrIV,68
YDR058C,-,chrIV,56
YDR059C,-,chrIV,146
YDR059C,-,chrIV,9
YDR060W,+,chrIV,2430
YDR061W,+,chrIV,163
YDR062W,+,chrIV,1032
YDR063W,+,chrIV,148
YDR064W,+,chrIV,32
YDR064W,+,chrIV,3101
YDR065W,+,chrIV,84
YDR066C,-,chrIV,27
YDR067C,-,chrIV,124
YDR068W,+,chrIV,256
YDR069C,-,chrIV,88
YDR070C,-,chrIV,1401
YDR071C,-,chrIV,488
YDR072C,-,chrIV,247
YDR073W,+,chrIV,211
YDR074W,+,chrIV,347
YDR075W,+,chrIV,68
YDR076W,+,chrIV,52
YDR077W,+,chrIV,2480
YDR078C,-,chrIV,39
YDR079W,+,chrIV,249
YDR079C-A,-,chrIV,114
YDR080W,+,chrIV,549
YDR081C,-,chrIV,216
YDR082W,+,chrIV,669
YDR083W,+,chrIV,1285
YDR084C,-,chrIV,91
YDR085C,-,chrIV,256
YDR086C,-,chrIV,2639
YDR087C,-,chrIV,1276
YDR088C,-,chrIV,483
YDR089W,+,chrIV,67
YDR090C,-,chrIV,103
YDR091C,-,chrIV,440
YDR092W,+,chrIV,4
YDR092W,+,chrIV,166
YDR093W,+,chrIV,337
YDR094W,+,chrIV,92
YDR095C,-,chrIV,6
YDR096W,+,chrIV,153
YDR097C,-,chrIV,171
YDR098C,-,chrIV,399
YDR098C-B,-,chrIV,42812
YDR098C-B,-,chrIV,16560
YDR098C-A,-,chrIV,16575
YDR099W,+,chrIV,1644
YDR100W,+,chrIV,56
YDR101C,-,chrIV,241
YDR102C,-,chrIV,29
YDR103W,+,chrIV,219
YDR104C,-,chrIV,125
YDR105C,-,chrIV,70
YDR106W,+,chrIV,40
YDR107C,-,chrIV,33
YDR108W,+,chrIV,61
YDR109C,-,chrIV,44
YDR110W,+,chrIV,94
YDR112W,+,chrIV,8
YDR111C,-,chrIV,472
YDR113C,-,chrIV,153
YDR115W,+,chrIV,165
YDR114C,-,chrIV,11
YDR116C,-,chrIV,232
YDR117C,-,chrIV,317
YDR118W,+,chrIV,68
YDR118W-A,+,chrIV,36
YDR119W,+,chrIV,92
YDR119W-A,+,chrIV,155
YDR120C,-,chrIV,403
YDR121W,+,chrIV,387
YDR122W,+,chrIV,94
YDR123C,-,chrIV,47
YDR124W,+,chrIV,22
YDR125C,-,chrIV,33
YDR126W,+,chrIV,57
YDR127W,+,chrIV,534
YDR128W,+,chrIV,126
YDR129C,-,chrIV,376
YDR129C,-,chrIV,136
YDR130C,-,chrIV,100
YDR131C,-,chrIV,50
YDR132C,-,chrIV,152
YDR133C,-,chrIV,202
YDR134C,-,chrIV,205
YDR135C,-,chrIV,868
YDR137W,+,chrIV,108
YDR136C,-,chrIV,19
YDR138W,+,chrIV,168
YDR139C,-,chrIV,271
YDR139C,-,chrIV,283
YDR140W,+,chrIV,94
YDR141C,-,chrIV,253
YDR142C,-,chrIV,61
YDR143C,-,chrIV,116
YDR144C,-,chrIV,396
YDR145W,+,chrIV,431
YDR146C,-,chrIV,247
YDR147W,+,chrIV,129
YDR148C,-,chrIV,229
YDR150W,+,chrIV,799
YDR149C,-,chrIV,56
YDR151C,-,chrIV,197
YDR152W,+,chrIV,607
YDR153C,-,chrIV,802
YDR154C,-,chrIV,1333
YDR155C,-,chrIV,1335
YDR156W,+,chrIV,326
YDR157W,+,chrIV,401
YDR158W,+,chrIV,1222
YDR159W,+,chrIV,479
YDR160W,+,chrIV,72
YDR161W,+,chrIV,204
YDR162C,-,chrIV,142
YDR163W,+,chrIV,326
YDR164C,-,chrIV,212
YDR165W,+,chrIV,540
YDR166C,-,chrIV,233
YDR167W,+,chrIV,489
YDR168W,+,chrIV,451
YDR169C,-,chrIV,311
YDR169C-A,-,chrIV,4
YDR170C,-,chrIV,1282
YDR170W-A,+,chrIV,8115
YDR171W,+,chrIV,1125
YDR172W,+,chrIV,1438
YDR173C,-,chrIV,47
YDR174W,+,chrIV,1078
YDR175C,-,chrIV,113
YDR176W,+,chrIV,423
YDR177W,+,chrIV,669
YDR178W,+,chrIV,56
YDR179C,-,chrIV,80
YDR179W-A,+,chrIV,76
YDR180W,+,chrIV,166
YDR181C,-,chrIV,284
YDR182W,+,chrIV,316
YDR182W-A,+,chrIV,138
YDR183W,+,chrIV,54
YDR183C-A,-,chrIV,139
YDR184C,-,chrIV,309
YDR185C,-,chrIV,53
YDR186C,-,chrIV,284
YDR188W,+,chrIV,3010
YDR187C,-,chrIV,12
YDR189W,+,chrIV,2755
YDR190C,-,chrIV,765
YDR191W,+,chrIV,22
YDR193W,+,chrIV,5
YDR192C,-,chrIV,52
YDR194C,-,chrIV,821
YDR194W-A,+,chrIV,78
YDR195W,+,chrIV,214
YDR196C,-,chrIV,95
YDR197W,+,chrIV,148
YDR198C,-,chrIV,75
YDR199W,+,chrIV,7
YDR200C,-,chrIV,430
YDR201W,+,chrIV,165
YDR203W,+,chrIV,8
YDR202C,-,chrIV,95
YDR204W,+,chrIV,78
YDR205W,+,chrIV,93
YDR206W,+,chrIV,87
YDR207C,-,chrIV,244
YDR208W,+,chrIV,283
YDR210W,+,chrIV,369
YDR209C,-,chrIV,69
YDR210W-A,+,chrIV,1888
YDR210W-B,+,chrIV,1833
YDR210W-B,+,chrIV,9810
YDR210C-D,-,chrIV,50054
YDR210C-D,-,chrIV,18342
YDR210C-C,-,chrIV,18357
YDR211W,+,chrIV,420
YDR212W,+,chrIV,207
YDR213W,+,chrIV,125
YDR214W,+,chrIV,429
YDR215C,-,chrIV,26
YDR216W,+,chrIV,988
YDR217C,-,chrIV,414
YDR218C,-,chrIV,10
YDR219C,-,chrIV,200
YDR220C,-,chrIV,12
YDR221W,+,chrIV,130
YDR222W,+,chrIV,455
YDR223W,+,chrIV,45
YDR224C,-,chrIV,919
YDR225W,+,chrIV,1592
YDR226W,+,chrIV,729
YDR227W,+,chrIV,2027
YDR228C,-,chrIV,103
YDR229W,+,chrIV,164
YDR230W,+,chrIV,67
YDR231C,-,chrIV,144
YDR232W,+,chrIV,367
YDR233C,-,chrIV,1024
YDR234W,+,chrIV,294
YDR235W,+,chrIV,149
YDR236C,-,chrIV,48
YDR237W,+,chrIV,129
YDR238C,-,chrIV,762
YDR239C,-,chrIV,172
YDR241W,+,chrIV,65
YDR240C,-,chrIV,38
YDR242W,+,chrIV,184
YDR243C,-,chrIV,166
YDR244W,+,chrIV,224
YDR245W,+,chrIV,575
YDR246W,+,chrIV,188
YDR246W-A,+,chrIV,46
YDR247W,+,chrIV,748
YDR248C,-,chrIV,164
YDR249C,-,chrIV,65
YDR250C,-,chrIV,4
YDR251W,+,chrIV,484
YDR252W,+,chrIV,67
YDR253C,-,chrIV,27
YDR254W,+,chrIV,257
YDR255C,-,chrIV,206
YDR256C,-,chrIV,54
YDR257C,-,chrIV,137
YDR258C,-,chrIV,300
YDR259C,-,chrIV,143
YDR260C,-,chrIV,53
YDR261C,-,chrIV,112
YDR261W-A,+,chrIV,2095
YDR261W-B,+,chrIV,2040
YDR261W-B,+,chrIV,10123
YDR261C-D,-,chrIV,63076
YDR261C-D,-,chrIV,19517
YDR261C-C,-,chrIV,19527
YDR262W,+,chrIV,112
YDR263C,-,chrIV,27
YDR264C,-,chrIV,180
YDR265W,+,chrIV,63
YDR266C,-,chrIV,417
YDR267C,-,chrIV,219
YDR268W,+,chrIV,81
YDR270W,+,chrIV,144
YDR269C,-,chrIV,8
YDR271C,-,chrIV,3
YDR272W,+,chrIV,233
YDR273W,+,chrIV,23
YDR274C,-,chrIV,2
YDR275W,+,chrIV,162
YDR276C,-,chrIV,846
YDR277C,-,chrIV,186
YDR278C,-,chrIV,30
YDR279W,+,chrIV,120
YDR280W,+,chrIV,247
YDR281C,-,chrIV,14
YDR282C,-,chrIV,45
YDR283C,-,chrIV,394
YDR284C,-,chrIV,139
YDR285W,+,chrIV,200
YDR286C,-,chrIV,29
YDR287W,+,chrIV,42
YDR288W,+,chrIV,87
YDR290W,+,chrIV,6
YDR289C,-,chrIV,251
YDR291W,+,chrIV,84
YDR292C,-,chrIV,278
YDR293C,-,chrIV,781
YDR294C,-,chrIV,392
YDR295C,-,chrIV,183
YDR296W,+,chrIV,216
YDR297W,+,chrIV,331
YDR298C,-,chrIV,431
YDR299W,+,chrIV,577
YDR300C,-,chrIV,203
YDR301W,+,chrIV,231
YDR302W,+,chrIV,135
YDR303C,-,chrIV,170
YDR304C,-,chrIV,375
YDR305C,-,chrIV,66
YDR305C,-,chrIV,15
YDR306C,-,chrIV,199
YDR307W,+,chrIV,81
YDR308C,-,chrIV,319
YDR309C,-,chrIV,10474
YDR310C,-,chrIV,494
YDR311W,+,chrIV,480
YDR312W,+,chrIV,800
YDR313C,-,chrIV,49
YDR314C,-,chrIV,103
YDR315C,-,chrIV,100
YDR316W,+,chrIV,613
YDR316W-A,+,chrIV,21651
YDR316W-B,+,chrIV,21641
YDR316W-B,+,chrIV,56151
YDR317W,+,chrIV,27
YDR318W,+,chrIV,71
YDR318W,+,chrIV,115
YDR319C,-,chrIV,317
YDR320C,-,chrIV,365
YDR320W-B,+,chrIV,704
YDR320C-A,-,chrIV,362
YDR321W,+,chrIV,928
YDR322W,+,chrIV,146
YDR322C-A,-,chrIV,765
YDR323C,-,chrIV,120
YDR324C,-,chrIV,731
YDR325W,+,chrIV,153
YDR326C,-,chrIV,421
YDR327W,+,chrIV,4
YDR328C,-,chrIV,327
YDR329C,-,chrIV,243
YDR330W,+,chrIV,82
YDR331W,+,chrIV,150
YDR332W,+,chrIV,65
YDR333C,-,chrIV,190
YDR334W,+,chrIV,601
YDR335W,+,chrIV,527
YDR336W,+,chrIV,73
YDR337W,+,chrIV,206
YDR338C,-,chrIV,131
YDR339C,-,chrIV,914
YDR340W,+,chrIV,1249
YDR341C,-,chrIV,1334
YDR342C,-,chrIV,1171
YDR343C,-,chrIV,918
YDR344C,-,chrIV,3
YDR345C,-,chrIV,3737
YDR346C,-,chrIV,765
YDR347W,+,chrIV,130
YDR348C,-,chrIV,535
YDR349C,-,chrIV,167
YDR350C,-,chrIV,139
YDR351W,+,chrIV,317
YDR352W,+,chrIV,127
YDR353W,+,chrIV,1095
YDR354W,+,chrIV,286
YDR354C-A,-,chrIV,2
YDR356W,+,chrIV,748
YDR355C,-,chrIV,18
YDR357C,-,chrIV,74
YDR358W,+,chrIV,442
YDR360W,+,chrIV,4
YDR359C,-,chrIV,103
YDR361C,-,chrIV,577
YDR362C,-,chrIV,73
YDR363W,+,chrIV,161
YDR363W-A,+,chrIV,1771
YDR364C,-,chrIV,91
YDR365C,-,chrIV,1944
YDR365W-A,+,chrIV,19508
YDR365W-B,+,chrIV,19496
YDR365W-B,+,chrIV,64083
YDR366C,-,chrIV,165
YDR367W,+,chrIV,26
YDR367W,+,chrIV,162
YDR368W,+,chrIV,126
YDR369C,-,chrIV,93
YDR370C,-,chrIV,50
YDR371W,+,chrIV,52
YDR371C-A,-,chrIV,5
YDR372C,-,chrIV,360
YDR373W,+,chrIV,63
YDR374C,-,chrIV,17
YDR374W-A,+,chrIV,80
YDR375C,-,chrIV,82
YDR376W,+,chrIV,153
YDR377W,+,chrIV,828
YDR378C,-,chrIV,221
YDR379W,+,chrIV,185
YDR379C-A,-,chrIV,101
YDR380W,+,chrIV,252
YDR381W,+,chrIV,73
YDR381W,+,chrIV,773
YDR381C-A,-,chrIV,121
YDR381C-A,-,chrIV,17
YDR382W,+,chrIV,6328
YDR383C,-,chrIV,86
YDR384C,-,chrIV,352
YDR385W,+,chrIV,3552
YDR386W,+,chrIV,83
YDR387C,-,chrIV,37
YDR388W,+,chrIV,579
YDR389W,+,chrIV,436
YDR390C,-,chrIV,268
YDR391C,-,chrIV,114
YDR392W,+,chrIV,199
YDR393W,+,chrIV,286
YDR394W,+,chrIV,794
YDR395W,+,chrIV,702
YDR396W,+,chrIV,116
YDR397C,-,chrIV,918
YDR397C,-,chrIV,9
YDR398W,+,chrIV,653
YDR399W,+,chrIV,347
YDR400W,+,chrIV,56
YDR401W,+,chrIV,40
YDR402C,-,chrIV,19
YDR403W,+,chrIV,36
YDR404C,-,chrIV,285
YDR405W,+,chrIV,460
YDR406W,+,chrIV,77
YDR406W-A,+,chrIV,10
YDR407C,-,chrIV,109
YDR408C,-,chrIV,540
YDR409W,+,chrIV,94
YDR410C,-,chrIV,218
YDR411C,-,chrIV,109
YDR412W,+,chrIV,610
YDR413C,-,chrIV,48
YDR414C,-,chrIV,83
YDR415C,-,chrIV,74
YDR416W,+,chrIV,151
YDR418W,+,chrIV,3072
YDR417C,-,chrIV,9
YDR419W,+,chrIV,53
YDR420W,+,chrIV,430
YDR421W,+,chrIV,154
YDR422C,-,chrIV,188
YDR423C,-,chrIV,285
YDR424C,-,chrIV,310
YDR424C,-,chrIV,261
YDR424C,-,chrIV,83
YDR425W,+,chrIV,95
YDR426C,-,chrIV,10
YDR427W,+,chrIV,1345
YDR428C,-,chrIV,143
YDR429C,-,chrIV,2070
YDR431W,+,chrIV,22
YDR430C,-,chrIV,464
YDR432W,+,chrIV,2526
YDR433W,+,chrIV,2521
YDR434W,+,chrIV,244
YDR435C,-,chrIV,63
YDR436W,+,chrIV,48
YDR437W,+,chrIV,12
YDR438W,+,chrIV,27
YDR439W,+,chrIV,67
YDR440W,+,chrIV,164
YDR441C,-,chrIV,184
YDR442W,+,chrIV,2
YDR443C,-,chrIV,170
YDR444W,+,chrIV,137
YDR445C,-,chrIV,72
YDR446W,+,chrIV,21
YDR447C,-,chrIV,4988
YDR447C,-,chrIV,44
YDR448W,+,chrIV,161
YDR449C,-,chrIV,7634
YDR450W,+,chrIV,30
YDR450W,+,chrIV,2853
YDR451C,-,chrIV,109
YDR452W,+,chrIV,550
YDR453C,-,chrIV,53
YDR454C,-,chrIV,739
YDR456W,+,chrIV,54
YDR455C,-,chrIV,11
YDR457W,+,chrIV,676
YDR458C,-,chrIV,502
YDR459C,-,chrIV,55
YDR460W,+,chrIV,287
YDR461W,+,chrIV,206
YDR461C-A,-,chrIV,47
YDR462W,+,chrIV,289
YDR463W,+,chrIV,310
YDR464W,+,chrIV,622
YDR464C-A,-,chrIV,4
YDR465C,-,chrIV,258
YDR466W,+,chrIV,249
YDR467C,-,chrIV,109
YDR468C,-,chrIV,383
YDR469W,+,chrIV,402
YDR470C,-,chrIV,68
YDR471W,+,chrIV,26
YDR471W,+,chrIV,1333
YDR472W,+,chrIV,174
YDR473C,-,chrIV,286
YDR475C,-,chrIV,83
YDR476C,-,chrIV,61
YDR477W,+,chrIV,271
YDR478W,+,chrIV,204
YDR479C,-,chrIV,70
YDR480W,+,chrIV,49
YDR481C,-,chrIV,119
YDR482C,-,chrIV,144
YDR483W,+,chrIV,338
YDR484W,+,chrIV,92
YDR485C,-,chrIV,478
YDR486C,-,chrIV,148
YDR487C,-,chrIV,398
YDR488C,-,chrIV,132
YDR489W,+,chrIV,64
YDR490C,-,chrIV,115
YDR492W,+,chrIV,128
YDR491C,-,chrIV,8
YDR493W,+,chrIV,104
YDR494W,+,chrIV,347
YDR495C,-,chrIV,219
YDR496C,-,chrIV,1729
YDR497C,-,chrIV,1388
YDR498C,-,chrIV,104
YDR499W,+,chrIV,111
YDR500C,-,chrIV,810
YDR500C,-,chrIV,65
YDR501W,+,chrIV,53
YDR502C,-,chrIV,654
YDR503C,-,chrIV,44
YDR504C,-,chrIV,96
YDR505C,-,chrIV,285
YDR506C,-,chrIV,99
YDR507C,-,chrIV,1026
YDR509W,+,chrIV,61
YDR508C,-,chrIV,3228
YDR510W,+,chrIV,238
YDR510C-A,-,chrIV,0
YDR511W,+,chrIV,174
YDR513W,+,chrIV,224
YDR512C,-,chrIV,138
YDR514C,-,chrIV,179
YDR515W,+,chrIV,218
YDR516C,-,chrIV,470
YDR517W,+,chrIV,203
YDR518W,+,chrIV,167
YDR519W,+,chrIV,143
YDR521W,+,chrIV,6
YDR520C,-,chrIV,123
YDR522C,-,chrIV,15
YDR523C,-,chrIV,28
YDR524C,-,chrIV,114
YDR524W-C,+,chrIV,7
YDR524C-B,-,chrIV,7711
YDR525W,+,chrIV,9
YDR524C-A,-,chrIV,1009
YDR525W-A,+,chrIV,71
YDR527W,+,chrIV,423
YDR526C,-,chrIV,7
YDR528W,+,chrIV,72
YDR529C,-,chrIV,3707
YDR530C,-,chrIV,88
YDR531W,+,chrIV,104
YDR532C,-,chrIV,222
YDR533C,-,chrIV,678
YDR534C,-,chrIV,23
YDR535C,-,chrIV,1
YDR535C,-,chrIV,2
YDR536W,+,chrIV,69
YDR538W,+,chrIV,77
YDR537C,-,chrIV,13
YDR539W,+,chrIV,143
YDR540C,-,chrIV,111
YDR541C,-,chrIV,46
YDR542W,+,chrIV,7
YDR543C,-,chrIV,15
YDR544C,-,chrIV,24
YDR545W,+,chrIV,1547
YDR545C-A,-,chrIV,30
YEL077W-A,+,chrV,10
YEL077C,-,chrV,1316
YEL075W-A,+,chrV,28
YEL076C-A,-,chrV,1
YEL076C-A,-,chrV,31
YEL076C,-,chrV,32
YEL075C,-,chrV,85
YEL074W,+,chrV,18
YEL073C,-,chrV,17
YEL072W,+,chrV,488
YEL071W,+,chrV,792
YEL070W,+,chrV,158
YEL069C,-,chrV,22
YEL068C,-,chrV,62
YEL066W,+,chrV,116
YEL067C,-,chrV,8
YEL065W,+,chrV,237
YEL064C,-,chrV,48
YEL063C,-,chrV,298
YEL062W,+,chrV,93
YEL061C,-,chrV,693
YEL060C,-,chrV,683
YEL059C-A,-,chrV,81
YEL059W,+,chrV,13
YEL058W,+,chrV,604
YEL057C,-,chrV,28
YEL056W,+,chrV,173
YEL055C,-,chrV,1040
YEL053W-A,+,chrV,9
YEL054C,-,chrV,4537
YEL053C,-,chrV,146
YEL052W,+,chrV,203
YEL051W,+,chrV,542
YEL050W-A,+,chrV,1
YEL050C,-,chrV,617
YEL049W,+,chrV,23
YEL048C,-,chrV,6
YEL047C,-,chrV,37
YEL046C,-,chrV,366
YEL045C,-,chrV,53
YEL044W,+,chrV,288
YEL043W,+,chrV,246
YEL042W,+,chrV,424
YEL041W,+,chrV,47
YEL040W,+,chrV,1210
YEL039C,-,chrV,59
YEL038W,+,chrV,39
YEL037C,-,chrV,473
YEL036C,-,chrV,638
YEL035C,-,chrV,26
YEL034W,+,chrV,11450
YEL033W,+,chrV,14076
YEL034C-A,-,chrV,10
YEL032W,+,chrV,121
YEL032C-A,-,chrV,5
YEL031W,+,chrV,400
YEL030W,+,chrV,145
YEL030C-A,-,chrV,9
YEL029C,-,chrV,109
YEL028W,+,chrV,31
YEL027W,+,chrV,986
YEL026W,+,chrV,756
YEL025C,-,chrV,80
YEL024W,+,chrV,622
YEL023C,-,chrV,40
YEL022W,+,chrV,512
YEL021W,+,chrV,1093
YEL020W-A,+,chrV,732
YEL020C-B,-,chrV,5
YEL020C,-,chrV,35
YEL019C,-,chrV,53
YEL018W,+,chrV,195
YEL018C-A,-,chrV,15
YEL017C-A,-,chrV,165
YEL017W,+,chrV,53
YEL016C,-,chrV,52
YEL015W,+,chrV,334
YEL014C,-,chrV,10
YEL013W,+,chrV,196
YEL012W,+,chrV,23
YEL012W,+,chrV,59
YEL011W,+,chrV,52
YEL010W,+,chrV,3
YEL009C-A,-,chrV,26
YEL009C,-,chrV,1785
YEL008W,+,chrV,6
YEL008C-A,-,chrV,8
YEL007W,+,chrV,219
YEL006W,+,chrV,98
YEL005C,-,chrV,41
YEL004W,+,chrV,445
YEL003W,+,chrV,745
YEL003W,+,chrV,742
YEL002C,-,chrV,237
YEL001C,-,chrV,369
YER001W,+,chrV,393
YER002W,+,chrV,2038
YER003C,-,chrV,141
YER003C,-,chrV,27
YER004W,+,chrV,131
YER005W,+,chrV,1065
YER006W,+,chrV,1726
YER007W,+,chrV,40
YER006C-A,-,chrV,11
YER007C-A,-,chrV,466
YER007C-A,-,chrV,28
YER008C,-,chrV,754
YER009W,+,chrV,603
YER010C,-,chrV,58
YER011W,+,chrV,23
YER012W,+,chrV,440
YER013W,+,chrV,240
YER014W,+,chrV,53
YER015W,+,chrV,64
YER014C-A,-,chrV,64
YER014C-A,-,chrV,6
YER016W,+,chrV,131
YER017C,-,chrV,158
YER018C,-,chrV,70
YER019W,+,chrV,65
YER019C-A,-,chrV,959
YER020W,+,chrV,394
YER021W,+,chrV,678
YER022W,+,chrV,401
YER023W,+,chrV,663
YER023C-A,-,chrV,8
YER024W,+,chrV,707
YER025W,+,chrV,2108
YER026C,-,chrV,623
YER027C,-,chrV,138
YER028C,-,chrV,105
YER029C,-,chrV,428
YER030W,+,chrV,1366
YER031C,-,chrV,606
YER032W,+,chrV,258
YER033C,-,chrV,127
YER034W,+,chrV,270
YER035W,+,chrV,167
YER036C,-,chrV,874
YER037W,+,chrV,91
YER038C,-,chrV,44
YER038W-A,+,chrV,16
YER039C,-,chrV,25
YER039C-A,-,chrV,0
YER040W,+,chrV,94
YER041W,+,chrV,92
YER042W,+,chrV,119
YER043C,-,chrV,1441
YER044C,-,chrV,447
YER044C-A,-,chrV,30
YER044C-A,-,chrV,7
YER045C,-,chrV,138
YER046W,+,chrV,13138
YER046W-A,+,chrV,13100
YER047C,-,chrV,251
YER048C,-,chrV,1083
YER048W-A,+,chrV,267
YER049W,+,chrV,759
YER050C,-,chrV,329
YER051W,+,chrV,59
YER052C,-,chrV,235
YER053C,-,chrV,152
YER053C-A,-,chrV,772
YER054C,-,chrV,53
YER055C,-,chrV,818
YER056C,-,chrV,858
YER056C-A,-,chrV,3741
YER056C-A,-,chrV,146
YER057C,-,chrV,242
YER058W,+,chrV,58
YER059W,+,chrV,119
YER060W,+,chrV,235
YER060W-A,+,chrV,20
YER061C,-,chrV,60
YER062C,-,chrV,311
YER063W,+,chrV,210
YER064C,-,chrV,449
YER065C,-,chrV,68
YER066W,+,chrV,17
YER067W,+,chrV,133
YER066C-A,-,chrV,12
YER067C-A,-,chrV,4
YER068W,+,chrV,299
YER069W,+,chrV,243
YER068C-A,-,chrV,3
YER070W,+,chrV,278
YER071C,-,chrV,67
YER072W,+,chrV,603
YER073W,+,chrV,963
